user_id,date,step_count,points,step_count_cumulative,points_cumulative,rank
663164d7cac295000171abd3,2025-05-08,8412,8412,55206,60206,18.0
663164d7cac295000171abd3,2025-05-09,11302,13802,66508,74008,18.0
663164d7cac295000171abd3,2025-05-10,5829,5829,72337,79837,20.0
663164d7cac295000171abd3,2025-05-11,4408,4408,76745,84245,17.0
663164d7cac295000171abd3,2025-05-12,8495,8495,85240,92740,19.0
663164d7cac295000171abd3,2025-05-13,6766,6766,92006,99506,20.0
663164d7cac295000171abd3,2025-05-14,5381,5381,97387,104887,16.0
663164d7cac295000171abd3,2025-05-15,14253,16753,111640,121640,19.0
663164d7cac295000171abd3,2025-05-16,3641,3641,115281,125281,17.0
663164d7cac295000171abd3,2025-05-17,10279,12779,125560,138060,20.0
663164d7cac295000171abd3,2025-05-18,2480,2480,128040,140540,20.0
663164d7cac295000171abd3,2025-05-19,3881,3881,131921,144421,19.0
663164d7cac295000171abd3,2025-05-20,12490,14990,144411,159411,18.0
663164d7cac295000171abd3,2025-05-21,2171,2171,146582,161582,18.0
663164d7cac295000171abd3,2025-05-22,7186,7186,153768,168768,19.0
663164d7cac295000171abd3,2025-05-23,6512,6512,160280,175280,19.0
663164d7cac295000171abd3,2025-05-24,1946,1946,162226,177226,20.0
663164d7cac295000171abd3,2025-05-26,10552,13052,172778,190278,15.0
663164d7cac295000171abd3,2025-05-27,8041,8041,180819,198319,20.0
663164d7cac295000171abd3,2025-05-28,5999,5999,186818,204318,20.0
663164d7cac295000171abd3,2025-05-29,8139,8139,194957,212457,20.0
663164d7cac295000171abd3,2025-05-30,2836,2836,197793,215293,18.0
663164d7cac295000171abd3,2025-05-31,6758,6758,204551,222051,19.0
68121fd9d2ed54640e597df2,2025-05-01,17068,19568,17068,19568,8.0
68121fd9d2ed54640e597df2,2025-05-02,7362,7362,24430,26930,12.0
68121fd9d2ed54640e597df2,2025-05-03,9298,9298,33728,36228,12.0
68121fd9d2ed54640e597df2,2025-05-05,18393,20893,52121,57121,17.0
68121fd9d2ed54640e597df2,2025-05-06,10683,13183,62804,70304,14.0
68121fd9d2ed54640e597df2,2025-05-07,17019,19519,79823,89823,13.0
68121fd9d2ed54640e597df2,2025-05-08,13070,15570,92893,105393,11.0
68121fd9d2ed54640e597df2,2025-05-10,20956,23456,113849,128849,12.0
68121fd9d2ed54640e597df2,2025-05-11,17984,20484,131833,149333,8.0
68121fd9d2ed54640e597df2,2025-05-12,10099,12599,141932,161932,10.0
68121fd9d2ed54640e597df2,2025-05-13,8017,8017,149949,169949,12.0
68121fd9d2ed54640e597df2,2025-05-15,12037,14537,161986,184486,11.0
68121fd9d2ed54640e597df2,2025-05-16,7132,7132,169118,191618,11.0
68121fd9d2ed54640e597df2,2025-05-17,14698,17198,183816,208816,11.0
68121fd9d2ed54640e597df2,2025-05-18,17644,20144,201460,228960,11.0
68121fd9d2ed54640e597df2,2025-05-19,8388,8388,209848,237348,11.0
68121fd9d2ed54640e597df2,2025-05-20,11197,13697,221045,251045,10.0
68121fd9d2ed54640e597df2,2025-05-21,16151,18651,237196,269696,10.0
68121fd9d2ed54640e597df2,2025-05-22,10596,13096,247792,282792,11.0
68121fd9d2ed54640e597df2,2025-05-23,12368,14868,260160,297660,10.0
68121fd9d2ed54640e597df2,2025-05-24,8582,8582,268742,306242,11.0
68121fd9d2ed54640e597df2,2025-05-26,10022,12522,278764,318764,10.0
68121fd9d2ed54640e597df2,2025-05-27,8602,8602,287366,327366,13.0
68121fd9d2ed54640e597df2,2025-05-28,10729,13229,298095,340595,13.0
68121fd9d2ed54640e597df2,2025-05-29,7734,7734,305829,348329,13.0
68121fd9d2ed54640e597df2,2025-05-31,13575,16075,319404,364404,14.0
68122b71d26a18787159829d,2025-05-02,10914,13414,10914,13414,18.0
68122b71d26a18787159829d,2025-05-03,12286,14786,23200,28200,14.0
68122b71d26a18787159829d,2025-05-04,18429,20929,41629,49129,14.0
68122b71d26a18787159829d,2025-05-05,10183,12683,51812,61812,12.0
68122b71d26a18787159829d,2025-05-07,10074,12574,61886,74386,17.0
68122b71d26a18787159829d,2025-05-08,15905,18405,77791,92791,13.0
68122b71d26a18787159829d,2025-05-09,14170,16670,91961,109461,11.0
68122b71d26a18787159829d,2025-05-10,12152,14652,104113,124113,15.0
68122b71d26a18787159829d,2025-05-12,10737,13237,114850,137350,15.0
68122b71d26a18787159829d,2025-05-13,10676,13176,125526,150526,14.0
68122b71d26a18787159829d,2025-05-14,10971,13471,136497,163997,11.0
68122b71d26a18787159829d,2025-05-15,15813,18313,152310,182310,12.0
68122b71d26a18787159829d,2025-05-17,10872,13372,163182,195682,16.0
68122b71d26a18787159829d,2025-05-18,15739,18239,178921,213921,15.0
68122b71d26a18787159829d,2025-05-19,10607,13107,189528,227028,13.0
68122b71d26a18787159829d,2025-05-20,9571,9571,199099,236599,12.0
68122b71d26a18787159829d,2025-05-21,11049,13549,210148,250148,11.0
68122b71d26a18787159829d,2025-05-22,13615,16115,223763,266263,12.0
68122b71d26a18787159829d,2025-05-23,14885,17385,238648,283648,12.0
68122b71d26a18787159829d,2025-05-24,10932,13432,249580,297080,12.0
68122b71d26a18787159829d,2025-05-25,11416,13916,260996,310996,11.0
68122b71d26a18787159829d,2025-05-26,11348,13848,272344,324844,9.0
68122b71d26a18787159829d,2025-05-27,11044,13544,283388,338388,12.0
68122b71d26a18787159829d,2025-05-28,11595,14095,294983,352483,12.0
68122b71d26a18787159829d,2025-05-29,10071,12571,305054,365054,12.0
68122b71d26a18787159829d,2025-05-30,10414,12914,315468,377968,10.0
68122b71d26a18787159829d,2025-05-31,16136,18636,331604,396604,11.0
68122d4dd26a187871598427,2025-05-01,19232,21732,19232,21732,4.0
68122d4dd26a187871598427,2025-05-02,22764,25264,41996,46996,2.0
68122d4dd26a187871598427,2025-05-03,19941,22441,61937,69437,3.0
68122d4dd26a187871598427,2025-05-04,20416,22916,82353,92353,2.0
68122d4dd26a187871598427,2025-05-05,18526,21026,100879,113379,2.0
68122d4dd26a187871598427,2025-05-06,23208,25708,124087,139087,2.0
68122d4dd26a187871598427,2025-05-07,19276,21776,143363,160863,2.0
68122d4dd26a187871598427,2025-05-08,22468,24968,165831,185831,2.0
68122d4dd26a187871598427,2025-05-09,18615,21115,184446,206946,2.0
68122d4dd26a187871598427,2025-05-10,17145,19645,201591,226591,2.0
68122d4dd26a187871598427,2025-05-11,15967,18467,217558,245058,3.0
68122d4dd26a187871598427,2025-05-12,16768,19268,234326,264326,3.0
68122d4dd26a187871598427,2025-05-13,20044,22544,254370,286870,3.0
68122d4dd26a187871598427,2025-05-14,14080,16580,268450,303450,3.0
68122d4dd26a187871598427,2025-05-15,12410,14910,280860,318360,3.0
68122d4dd26a187871598427,2025-05-16,20056,22556,300916,340916,2.0
68122d4dd26a187871598427,2025-05-17,23995,26495,324911,367411,2.0
68122d4dd26a187871598427,2025-05-18,30422,32922,355333,400333,2.0
68122d4dd26a187871598427,2025-05-19,10701,13201,366034,413534,2.0
68122d4dd26a187871598427,2025-05-20,22270,24770,388304,438304,2.0
68122d4dd26a187871598427,2025-05-21,26281,28781,414585,467085,2.0
68122d4dd26a187871598427,2025-05-22,23631,26131,438216,493216,2.0
68122d4dd26a187871598427,2025-05-23,10243,12743,448459,505959,2.0
68122d4dd26a187871598427,2025-05-24,27794,30294,476253,536253,2.0
68122d4dd26a187871598427,2025-05-25,14887,17387,491140,553640,2.0
68122d4dd26a187871598427,2025-05-26,15962,18462,507102,572102,2.0
68122d4dd26a187871598427,2025-05-27,13756,16256,520858,588358,2.0
68122d4dd26a187871598427,2025-05-28,10189,12689,531047,601047,2.0
68122d4dd26a187871598427,2025-05-29,15238,17738,546285,618785,2.0
68122d4dd26a187871598427,2025-05-30,25404,27904,571689,646689,2.0
68122d4dd26a187871598427,2025-05-31,20432,22932,592121,669621,2.0
68122ed83ede7b96a2f177ae,2025-05-01,16345,18845,16345,18845,10.0
68122ed83ede7b96a2f177ae,2025-05-02,15068,17568,31413,36413,6.0
68122ed83ede7b96a2f177ae,2025-05-03,16396,18896,47809,55309,5.0
68122ed83ede7b96a2f177ae,2025-05-04,12002,14502,59811,69811,5.0
68122ed83ede7b96a2f177ae,2025-05-06,15325,17825,75136,87636,7.0
68122ed83ede7b96a2f177ae,2025-05-07,12630,15130,87766,102766,7.0
68122ed83ede7b96a2f177ae,2025-05-08,12888,15388,100654,118154,7.0
68122ed83ede7b96a2f177ae,2025-05-09,10830,13330,111484,131484,7.0
68122ed83ede7b96a2f177ae,2025-05-10,9777,9777,121261,141261,9.0
68122ed83ede7b96a2f177ae,2025-05-11,6240,6240,127501,147501,9.0
68122ed83ede7b96a2f177ae,2025-05-12,13542,16042,141043,163543,9.0
68122ed83ede7b96a2f177ae,2025-05-13,12943,15443,153986,178986,9.0
68122ed83ede7b96a2f177ae,2025-05-14,12654,15154,166640,194140,9.0
68122ed83ede7b96a2f177ae,2025-05-15,15511,18011,182151,212151,8.0
68122ed83ede7b96a2f177ae,2025-05-16,11466,13966,193617,226117,8.0
68122ed83ede7b96a2f177ae,2025-05-17,19056,21556,212673,247673,8.0
68122ed83ede7b96a2f177ae,2025-05-18,17466,19966,230139,267639,8.0
68122ed83ede7b96a2f177ae,2025-05-19,11526,14026,241665,281665,8.0
68122ed83ede7b96a2f177ae,2025-05-20,14902,17402,256567,299067,7.0
68122ed83ede7b96a2f177ae,2025-05-21,12500,15000,269067,314067,7.0
68122ed83ede7b96a2f177ae,2025-05-22,14434,16934,283501,331001,7.0
68122ed83ede7b96a2f177ae,2025-05-23,12175,14675,295676,345676,7.0
68122ed83ede7b96a2f177ae,2025-05-24,8882,8882,304558,354558,7.0
68122ed83ede7b96a2f177ae,2025-05-25,8566,8566,313124,363124,7.0
68122ed83ede7b96a2f177ae,2025-05-27,16572,19072,329696,382196,7.0
68122ed83ede7b96a2f177ae,2025-05-28,7499,7499,337195,389695,7.0
68122ed83ede7b96a2f177ae,2025-05-29,14154,16654,351349,406349,7.0
68122ed83ede7b96a2f177ae,2025-05-30,14827,17327,366176,423676,7.0
68122ed83ede7b96a2f177ae,2025-05-31,13404,15904,379580,439580,7.0
68124f053e970112a4f18780,2025-05-01,6667,6667,6667,6667,15.0
68124f053e970112a4f18780,2025-05-02,7180,7180,13847,13847,17.0
68124f053e970112a4f18780,2025-05-03,11775,14275,25622,28122,15.0
68124f053e970112a4f18780,2025-05-04,16084,18584,41706,46706,16.0
68124f053e970112a4f18780,2025-05-05,11182,13682,52888,60388,14.0
68124f053e970112a4f18780,2025-05-06,5626,5626,58514,66014,16.0
68124f053e970112a4f18780,2025-05-07,8405,8405,66919,74419,16.0
68124f053e970112a4f18780,2025-05-08,10875,13375,77794,87794,16.0
68124f053e970112a4f18780,2025-05-10,8653,8653,86447,96447,19.0
68124f053e970112a4f18780,2025-05-11,10515,13015,96962,109462,16.0
68124f053e970112a4f18780,2025-05-12,7102,7102,104064,116564,18.0
68124f053e970112a4f18780,2025-05-13,8854,8854,112918,125418,18.0
68124f053e970112a4f18780,2025-05-14,11921,14421,124839,139839,14.0
68124f053e970112a4f18780,2025-05-15,11077,13577,135916,153416,17.0
68124f053e970112a4f18780,2025-05-16,13093,15593,149009,169009,15.0
68124f053e970112a4f18780,2025-05-17,20755,23255,169764,192264,17.0
68124f053e970112a4f18780,2025-05-18,16694,19194,186458,211458,16.0
68124f053e970112a4f18780,2025-05-19,6507,6507,192965,217965,16.0
68124f053e970112a4f18780,2025-05-21,10367,12867,203332,230832,16.0
68124f053e970112a4f18780,2025-05-22,9515,9515,212847,240347,18.0
68124f053e970112a4f18780,2025-05-23,9051,9051,221898,249398,18.0
68124f053e970112a4f18780,2025-05-24,14830,17330,236728,266728,18.0
68124f053e970112a4f18780,2025-05-25,5372,5372,242100,272100,16.0
68124f053e970112a4f18780,2025-05-27,11159,13659,253259,285759,18.0
68124f053e970112a4f18780,2025-05-28,6999,6999,260258,292758,18.0
68124f053e970112a4f18780,2025-05-29,10883,13383,271141,306141,18.0
68124f053e970112a4f18780,2025-05-30,11655,14155,282796,320296,16.0
68124f053e970112a4f18780,2025-05-31,11958,14458,294754,334754,17.0
68130ad167958fcab2ed8c9e,2025-05-01,2909,2909,2909,2909,16.0
68130ad167958fcab2ed8c9e,2025-05-02,15389,17889,18298,20798,14.0
68130ad167958fcab2ed8c9e,2025-05-03,19539,22039,37837,42837,10.0
68130ad167958fcab2ed8c9e,2025-05-05,13609,16109,51446,58946,16.0
68130ad167958fcab2ed8c9e,2025-05-06,11705,14205,63151,73151,13.0
68130ad167958fcab2ed8c9e,2025-05-07,6679,6679,69830,79830,15.0
68130ad167958fcab2ed8c9e,2025-05-08,26766,29266,96596,109096,10.0
68130ad167958fcab2ed8c9e,2025-05-09,10847,13347,107443,122443,10.0
68130ad167958fcab2ed8c9e,2025-05-10,7524,7524,114967,129967,11.0
68130ad167958fcab2ed8c9e,2025-05-11,10191,12691,125158,142658,11.0
68130ad167958fcab2ed8c9e,2025-05-12,14489,16989,139647,159647,11.0
68130ad167958fcab2ed8c9e,2025-05-13,13327,15827,152974,175474,10.0
68130ad167958fcab2ed8c9e,2025-05-14,15258,17758,168232,193232,10.0
68130ad167958fcab2ed8c9e,2025-05-15,2839,2839,171071,196071,9.0
68130ad167958fcab2ed8c9e,2025-05-16,13931,16431,185002,212502,9.0
68130ad167958fcab2ed8c9e,2025-05-17,2480,2480,187482,214982,10.0
68130ad167958fcab2ed8c9e,2025-05-18,24423,26923,211905,241905,10.0
68130ad167958fcab2ed8c9e,2025-05-19,10319,12819,222224,254724,10.0
68130ad167958fcab2ed8c9e,2025-05-20,8347,8347,230571,263071,9.0
68130ad167958fcab2ed8c9e,2025-05-21,15157,17657,245728,280728,9.0
68130ad167958fcab2ed8c9e,2025-05-22,9841,9841,255569,290569,10.0
68130ad167958fcab2ed8c9e,2025-05-23,3748,3748,259317,294317,11.0
68130ad167958fcab2ed8c9e,2025-05-24,27893,30393,287210,324710,9.0
68130ad167958fcab2ed8c9e,2025-05-25,6645,6645,293855,331355,10.0
68130ad167958fcab2ed8c9e,2025-05-27,10486,12986,304341,344341,11.0
68130ad167958fcab2ed8c9e,2025-05-28,12080,14580,316421,358921,11.0
68130ad167958fcab2ed8c9e,2025-05-29,10409,12909,326830,371830,11.0
68130ad167958fcab2ed8c9e,2025-05-30,2469,2469,329299,374299,11.0
68130ad167958fcab2ed8c9e,2025-05-31,20974,23474,350273,397773,10.0
