user_id,date,step_count,points
68124f053e970112a4f18780,2025-05-05,11182,13682
68124f053e970112a4f18780,2025-05-06,5626,5626
68124f053e970112a4f18780,2025-05-07,8405,8405
68124f053e970112a4f18780,2025-05-08,10875,13375
68124f053e970112a4f18780,2025-05-10,8653,8653
68124f053e970112a4f18780,2025-05-11,10515,13015
68124f053e970112a4f18780,2025-05-12,7102,7102
68124f053e970112a4f18780,2025-05-13,8854,8854
68124f053e970112a4f18780,2025-05-14,11921,14421
68124f053e970112a4f18780,2025-05-15,11077,13577
68124f053e970112a4f18780,2025-05-16,13093,15593
68124f053e970112a4f18780,2025-05-17,20755,23255
68124f053e970112a4f18780,2025-05-18,16694,19194
68124f053e970112a4f18780,2025-05-19,6507,6507
68124f053e970112a4f18780,2025-05-21,10367,12867
68124f053e970112a4f18780,2025-05-22,9515,9515
68124f053e970112a4f18780,2025-05-23,9051,9051
68124f053e970112a4f18780,2025-05-24,14830,17330
68124f053e970112a4f18780,2025-05-25,5372,5372
68124f053e970112a4f18780,2025-05-27,11159,13659
68124f053e970112a4f18780,2025-05-28,6999,6999
68124f053e970112a4f18780,2025-05-29,10883,13383
68124f053e970112a4f18780,2025-05-30,11655,14155
68124f053e970112a4f18780,2025-05-31,11958,14458
68130ad167958fcab2ed8c9e,2025-05-01,2909,2909
68130ad167958fcab2ed8c9e,2025-05-02,15389,17889
68130ad167958fcab2ed8c9e,2025-05-03,19539,22039
68130ad167958fcab2ed8c9e,2025-05-05,13609,16109
68130ad167958fcab2ed8c9e,2025-05-06,11705,14205
68130ad167958fcab2ed8c9e,2025-05-07,6679,6679
68130ad167958fcab2ed8c9e,2025-05-08,26766,29266
68130ad167958fcab2ed8c9e,2025-05-09,10847,13347
68130ad167958fcab2ed8c9e,2025-05-10,7524,7524
68130ad167958fcab2ed8c9e,2025-05-11,10191,12691
68130ad167958fcab2ed8c9e,2025-05-12,14489,16989
68130ad167958fcab2ed8c9e,2025-05-13,13327,15827
68130ad167958fcab2ed8c9e,2025-05-14,15258,17758
68130ad167958fcab2ed8c9e,2025-05-15,2839,2839
68130ad167958fcab2ed8c9e,2025-05-16,13931,16431
68130ad167958fcab2ed8c9e,2025-05-17,2480,2480
68130ad167958fcab2ed8c9e,2025-05-18,24423,26923
68130ad167958fcab2ed8c9e,2025-05-19,10319,12819
68130ad167958fcab2ed8c9e,2025-05-20,8347,8347
68130ad167958fcab2ed8c9e,2025-05-21,15157,17657
68130ad167958fcab2ed8c9e,2025-05-22,9841,9841
68130ad167958fcab2ed8c9e,2025-05-23,3748,3748
68130ad167958fcab2ed8c9e,2025-05-24,27893,30393
68130ad167958fcab2ed8c9e,2025-05-25,6645,6645
68130ad167958fcab2ed8c9e,2025-05-27,10486,12986
68130ad167958fcab2ed8c9e,2025-05-28,12080,14580
68130ad167958fcab2ed8c9e,2025-05-29,10409,12909
68130ad167958fcab2ed8c9e,2025-05-30,2469,2469
68130ad167958fcab2ed8c9e,2025-05-31,20974,23474
